{'LogType': 'Latency', 'Which': 's', 'AlgoTime': '11', 'TimeType': 'ms', 'Detail': 'Before_recv_cb'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451357', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451358', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451360', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451360', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451361', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451361', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451379', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451379', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451380', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451397', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451398', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451400', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451400', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451400', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451401', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451410', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451410', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451410', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451437', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451437', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451440', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451440', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451441', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451441', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451443', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451443', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451443', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451475', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451476', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451478', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451478', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451479', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451480', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451483', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451509', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451509', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451510', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451514', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451514', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451517', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451517', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451518', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451519', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451553', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451553', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451553', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451558', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451558', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451560', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451560', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451561', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451562', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451583', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451583', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451584', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451597', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451598', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451601', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451601', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451602', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451602', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451615', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451615', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451615', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451637', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451637', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451641', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451641', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451642', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451643', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451647', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451647', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451647', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451677', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451678', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451682', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451682', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451683', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451683', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451685', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451712', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451712', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451713', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451717', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451717', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451719', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451719', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451720', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451720', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451746', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451746', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451746', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451758', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451758', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451760', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451760', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451760', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451761', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451779', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451779', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451779', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451797', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451798', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451800', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451800', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451801', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451801', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451811', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451811', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451811', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451834', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451834', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451836', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451836', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451837', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451837', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451853', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451853', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451853', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451875', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451875', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451877', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451877', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451878', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451879', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451885', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451885', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451886', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451916', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451918', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451919', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451919', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451920', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451920', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451924', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451952', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451952', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451952', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451958', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451958', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451960', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451960', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451960', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451961', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451984', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451984', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198451984', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451997', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198451998', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452000', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452000', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452001', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452001', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452017', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452017', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452017', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452035', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452035', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452039', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452039', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452040', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452040', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452060', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452060', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452060', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452073', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452074', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452077', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452077', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452078', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452078', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452081', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452081', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452082', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452115', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452115', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452117', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452117', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452117', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452119', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452119', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452144', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452144', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452144', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452158', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452158', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452160', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452160', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452161', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452161', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452185', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452185', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452185', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452197', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452197', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452199', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452199', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452200', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452201', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452218', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452218', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452218', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452237', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452238', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452239', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198452239', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198452240', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
